name, movie, percent of dialogue, percent of fanworks (literal), percent of fanworks (including sub tags), age, gender,  year, script ID, imdb ID, movie words, gross, AO3 works in closest fandom (literal), AO3 works in closest fandom (including fandom subtags), AO3 closest fandom,title similarity
barr,Jack Reacher,0.0388935456832,-1,-1,None,m,2012,6495,tt0790724,5965,87,-1,0,,0
cash,Jack Reacher,0.0576697401509,-1,-1,81,m,2012,6495,tt0790724,5965,87,-1,0,,0
charlie,Jack Reacher,0.0653813914501,-1,-1,26,m,2012,6495,tt0790724,5965,87,-1,0,,0
emerson,Jack Reacher,0.135792120704,-1,-1,36,m,2012,6495,tt0790724,5965,87,-1,0,,0
helen,Jack Reacher,0.410729253982,-1,-1,33,f,2012,6495,tt0790724,5965,87,-1,0,,0
linsky,Jack Reacher,0.0315171835708,-1,-1,35,m,2012,6495,tt0790724,5965,87,-1,0,,0
rob farrior,Jack Reacher,0.0313495389774,-1,-1,58,m,2012,6495,tt0790724,5965,87,-1,0,,0
rodin,Jack Reacher,0.0831517183571,-1,-1,65,m,2012,6495,tt0790724,5965,87,-1,0,,0
sandy,Jack Reacher,0.0435875943001,-1,-1,20,f,2012,6495,tt0790724,5965,87,-1,0,,0
the zec,Jack Reacher,0.0687342833194,-1,-1,70,m,2012,6495,tt0790724,5965,87,-1,0,,0
woman on bus,Jack Reacher,0.0331936295054,-1,-1,None,f,2012,6495,tt0790724,5965,87,-1,0,,0
amy courtland,Obsession,0.0232558139535,-1,-1,None,f,1976,6509,tt0074991,5547,None,0,0,,0
dr. ellman,Obsession,0.0407427438255,-1,-1,53,m,1976,6509,tt0074991,5547,None,0,0,,0
farber,Obsession,0.027041644132,-1,-1,None,m,1976,6509,tt0074991,5547,None,0,0,,0
insp. brie,Obsession,0.0555255092843,-1,-1,65,m,1976,6509,tt0074991,5547,None,0,0,,0
jane,Obsession,0.0257797007391,0.0621526023244,0.0621526023244,38,f,1976,6509,tt0074991,5547,None,861,861,Iron Man (Movies),0.117647058824
michael courtla,Obsession,0.365062195782,-1,-1,53,m,1976,6509,tt0074991,5547,None,0,0,,0
newscaster,Obsession,0.0315485848206,-1,-1,50,m,1976,6509,tt0074991,5547,None,0,0,,0
Robert Lasalle,Obsession,0.158103479358,-1,-1,31,m,1976,6509,tt0074991,5547,None,0,0,,0
sandra portinar,Obsession,0.25202812331,-1,-1,34,f,1976,6509,tt0074991,5547,None,0,0,,0
ticket agent,Obsession,0.0209122047954,-1,-1,40,m,1976,6509,tt0074991,5547,None,0,0,,0
detective,The Long Goodbye,0.0371459112774,-1,-1,None,f,1973,6511,tt0070334,7484,None,-1,0,,0
detective farme,The Long Goodbye,0.032736504543,-1,-1,52,m,1973,6511,tt0070334,7484,None,-1,0,,0
dr. verringer,The Long Goodbye,0.0499732763228,-1,-1,38,m,1973,6511,tt0070334,7484,None,-1,0,,0
jefe,The Long Goodbye,0.0192410475681,-1,-1,53,m,1973,6511,tt0070334,7484,None,-1,0,,0
marty augustine,The Long Goodbye,0.0443613041154,-1,-1,44,m,1973,6511,tt0070334,7484,None,-1,0,,0
morgan,The Long Goodbye,0.0304649919829,-1,-1,36,m,1973,6511,tt0070334,7484,None,-1,0,,0
philip marlowe,The Long Goodbye,0.493586317477,-1,-1,35,m,1973,6511,tt0070334,7484,None,-1,0,,0
roger wade,The Long Goodbye,0.20871191876,-1,-1,57,m,1973,6511,tt0070334,7484,None,-1,0,,0
terry lennox,The Long Goodbye,0.083778727953,-1,-1,34,m,1973,6511,tt0070334,7484,None,-1,0,,0
captain jack wa,Street Kings,0.138739112401,-1,-1,47,m,2008,6512,tt0421073,9644,31,-1,0,,0
captain james b,Street Kings,0.0620074657818,-1,-1,49,m,2008,6512,tt0421073,9644,31,-1,0,,0
coates,Street Kings,0.0204272086271,-1,-1,36,m,2008,6512,tt0421073,9644,31,-1,0,,0
detective dante,Street Kings,0.0492534218167,-1,-1,47,m,2008,6512,tt0421073,9644,31,-1,0,,0
detective paul ,Street Kings,0.100788054749,-1,-1,27,m,2008,6512,tt0421073,9644,31,-1,0,,0
detective tom l,Street Kings,0.440377436748,-1,-1,44,m,2008,6512,tt0421073,9644,31,-1,0,,0
grill,Street Kings,0.0173164661966,-1,-1,29,m,2008,6512,tt0421073,9644,31,-1,0,,0
linda washingto,Street Kings,0.0386768975529,-1,-1,32,f,2008,6512,tt0421073,9644,31,-1,0,,0
megan,Street Kings,0.0634591455827,-1,-1,None,f,2008,6512,tt0421073,9644,31,-1,0,,0
scribble,Street Kings,0.0152426379096,-1,-1,44,m,2008,6512,tt0421073,9644,31,-1,0,,0
Sgt. Mike Clady,Street Kings,0.0537121526338,-1,-1,38,m,2008,6512,tt0421073,9644,31,-1,0,,0
2nd lieutenant,MASH,0.0400887679863,-1,-1,None,m,1970,6514,tt0066026,13969,458,0,0,,0
capt. 'painless,MASH,0.0298518147326,-1,-1,30,m,1970,6514,tt0066026,13969,458,0,0,,0
cpl. 'radar' o',MASH,0.0299234018183,-1,-1,27,m,1970,6514,tt0066026,13969,458,0,0,,0
dr. oliver 'spe,MASH,0.039444484215,-1,-1,32,m,1970,6514,tt0066026,13969,458,0,0,,0
duke forrest,MASH,0.14267306178,-1,-1,37,m,1970,6514,tt0066026,13969,458,0,0,,0
hawkeye pierce,MASH,0.378266160785,0.375,0.625,35,m,1970,6514,tt0066026,13969,458,3,5,MASH (1970),0.363636363636
ho-jon,MASH,0.0176820101654,-1,-1,None,m,1970,6514,tt0066026,13969,458,0,0,,0
korean doctor,MASH,0.0183978810223,-1,-1,45,m,1970,6514,tt0066026,13969,458,0,0,,0
lt. col. henry ,MASH,0.0720166082039,-1,-1,38,m,1970,6514,tt0066026,13969,458,0,0,,0
maj. frank burn,MASH,0.0389433746152,-1,-1,39,m,1970,6514,tt0066026,13969,458,0,0,,0
maj. margaret ',MASH,0.042451141814,-1,-1,33,f,1970,6514,tt0066026,13969,458,0,0,,0
sgt. major voll,MASH,0.00901997279691,-1,-1,29,m,1970,6514,tt0066026,13969,458,0,0,,0
trapper john mc,MASH,0.141241320066,-1,-1,32,m,1970,6514,tt0066026,13969,458,0,0,,0
anthony meredit,Gosford Park,0.0379155771386,-1,-1,34,m,2001,6515,tt0280707,10708,63,-1,0,,0
barnes,Gosford Park,0.0129809488233,-1,-1,33,m,2001,6515,tt0280707,10708,63,-1,0,,0
bertha,Gosford Park,0.0226933134105,-1,-1,None,f,2001,6515,tt0280707,10708,63,-1,0,,0
constable dexte,Gosford Park,0.00971236458722,-1,-1,None,m,2001,6515,tt0280707,10708,63,-1,0,,0
constance trent,Gosford Park,0.109357489727,-1,-1,67,f,2001,6515,tt0280707,10708,63,-1,0,,0
dorothy,Gosford Park,0.0291370937617,-1,-1,39,f,2001,6515,tt0280707,10708,63,-1,0,,0
elsie,Gosford Park,0.0876914456481,-1,-1,34,f,2001,6515,tt0280707,10708,63,-1,0,,0
george,Gosford Park,0.0214792678371,-1,-1,44,m,2001,6515,tt0280707,10708,63,-1,0,,0
henry denton,Gosford Park,0.0327792304819,-1,-1,27,m,2001,6515,tt0280707,10708,63,-1,0,,0
inspector thomp,Gosford Park,0.0461337317893,-1,-1,44,m,2001,6515,tt0280707,10708,63,-1,0,,0
isobel mccordle,Gosford Park,0.0289503175196,-1,-1,25,f,2001,6515,tt0280707,10708,63,-1,0,,0
ivor novello,Gosford Park,0.0329660067239,-1,-1,40,m,2001,6515,tt0280707,10708,63,-1,0,,0
jennings,Gosford Park,0.0731228987673,-1,-1,67,m,2001,6515,tt0280707,10708,63,-1,0,,0
jeremy blond,Gosford Park,0.0169966380276,-1,-1,22,m,2001,6515,tt0280707,10708,63,-1,0,,0
lord raymond st,Gosford Park,0.0443593574897,-1,-1,55,m,2001,6515,tt0280707,10708,63,-1,0,,0
louisa stockbri,Gosford Park,0.0196115054165,-1,-1,34,f,2001,6515,tt0280707,10708,63,-1,0,,0
mary maceachran,Gosford Park,0.112999626448,-1,-1,25,f,2001,6515,tt0280707,10708,63,-1,0,,0
morris weissman,Gosford Park,0.0563130369817,-1,-1,56,m,2001,6515,tt0280707,10708,63,-1,0,,0
mrs. croft,Gosford Park,0.0366081434442,-1,-1,67,f,2001,6515,tt0280707,10708,63,-1,0,,0
mrs. wilson,Gosford Park,0.0560328726186,-1,-1,56,f,2001,6515,tt0280707,10708,63,-1,0,,0
probert,Gosford Park,0.018210683601,-1,-1,63,m,2001,6515,tt0280707,10708,63,-1,0,,0
robert parks,Gosford Park,0.0485618229361,-1,-1,37,m,2001,6515,tt0280707,10708,63,-1,0,,0
strutt,Gosford Park,0.0144751587598,-1,-1,None,m,2001,6515,tt0280707,10708,63,-1,0,,0
william mccordl,Gosford Park,0.0309114680613,-1,-1,61,m,2001,6515,tt0280707,10708,63,-1,0,,0
eva cuza,The Keep,0.200719609355,-1,-1,28,f,1983,6518,tt0085780,3891,None,0,0,,0
father fonescu,The Keep,0.0804420457466,-1,-1,53,m,1983,6518,tt0085780,3891,None,0,0,,0
glaeken,The Keep,0.0940632228219,-1,-1,42,m,1983,6518,tt0085780,3891,None,0,0,,0
kaempffer,The Keep,0.173477255204,-1,-1,33,m,1983,6518,tt0085780,3891,None,0,0,,0
lutz,The Keep,0.0305833975842,-1,-1,32,m,1983,6518,tt0085780,3891,None,0,0,,0
magda,The Keep,0.100745309689,2.83080291007e-05,0.00135878539683,None,f,1983,6518,tt0085780,3891,None,6,288,Marvel,0.125
radu molasar,The Keep,0.0447185813416,-1,-1,36,m,1983,6518,tt0085780,3891,None,0,0,,0
woermann,The Keep,0.275250578258,-1,-1,42,m,1983,6518,tt0085780,3891,None,0,0,,0
big evil,End of Watch,0.0218105065666,-1,-1,None,m,2012,6522,tt1855199,8528,44,0,0,,0
brian taylor,End of Watch,0.371247654784,1.0,1.0,32,m,2012,6522,tt1855199,8528,44,1,1,End of Watch (2012),0.631578947368
captain reese,End of Watch,0.0262664165103,-1,-1,None,m,2012,6522,tt1855199,8528,44,0,0,,0
ck,End of Watch,0.0139540337711,-1,-1,None,m,2012,6522,tt1855199,8528,44,0,0,,0
demon,End of Watch,0.0120778611632,-1,-1,None,m,2012,6522,tt1855199,8528,44,0,0,,0
gabby,End of Watch,0.0345919324578,-1,-1,28,f,2012,6522,tt1855199,8528,44,0,0,,0
janet,End of Watch,0.0506566604128,0.000910574936071,0.00427923039905,27,f,2012,6522,tt1855199,8528,44,193,907,Marvel,0.0833333333333
la la,End of Watch,0.0284943714822,-1,-1,None,f,2012,6522,tt1855199,8528,44,0,0,,0
mike zavala,End of Watch,0.312148217636,-1,-1,36,m,2012,6522,tt1855199,8528,44,0,0,,0
mr. tre,End of Watch,0.046669793621,-1,-1,None,m,2012,6522,tt1855199,8528,44,0,0,,0
orozco,End of Watch,0.0218105065666,-1,-1,28,f,2012,6522,tt1855199,8528,44,0,0,,0
sarge,End of Watch,0.0602720450281,0.0506912442396,0.0506912442396,49,m,2012,6522,tt1855199,8528,44,11,11,Doom (2005),0.0833333333333
annette,Cake,0.0486981677917,0.00326441784548,0.0146898803047,52,f,2014,6527,tt3442006,6222,1,6,27,Resident Evil - All Media Types,0.0322580645161
becky,Cake,0.028768884603,7.47440017939e-05,8.72013354262e-05,24,f,2014,6527,tt3442006,6222,1,6,7,The Avengers (Marvel Movies),0.0357142857143
bonnie,Cake,0.026518804243,-1,-1,31,f,2014,6527,tt3442006,6222,1,0,0,,0
buddy,Cake,0.0292510446802,0.00974477958237,0.0296983758701,31,m,2014,6527,tt3442006,6222,1,21,64,Canadian 6 Degrees,0.111111111111
claire bennett,Cake,0.56525233044,5.14800514801e-05,5.14800514801e-05,45,f,2014,6527,tt3442006,6222,1,1,1,X-Men (Movieverse),0.0555555555556
jason bennett,Cake,0.0281260045002,-1,-1,40,m,2014,6527,tt3442006,6222,1,0,0,,0
nina collins,Cake,0.0446801671488,-1,-1,29,f,2014,6527,tt3442006,6222,1,0,0,,0
nurse gayle,Cake,0.0189649630344,-1,-1,37,f,2014,6527,tt3442006,6222,1,0,0,,0
roy collins,Cake,0.0946640951463,-1,-1,38,m,2014,6527,tt3442006,6222,1,0,0,,0
silvana,Cake,0.115075538412,-1,-1,58,f,2014,6527,tt3442006,6222,1,0,0,,0
caroline,Lucy,0.057621440536,-1,-1,26,f,2014,6529,tt2872732,5970,135,0,0,,0
lucy,Lucy,0.446901172529,0.482568807339,0.482568807339,30,f,2014,6529,tt2872732,5970,135,263,263,Chronicles of Narnia (Movies),0.0344827586207
phone voice roy,Lucy,0.0219430485762,-1,-1,None,f,2014,6529,tt2872732,5970,135,0,0,,0
pierre del rio,Lucy,0.0564489112228,0.2,0.2,41,m,2014,6529,tt2872732,5970,135,2,2,Lucy (2014),0.363636363636
Professor Norma,Lucy,0.252931323283,-1,-1,77,m,2014,6529,tt2872732,5970,135,0,0,,0
regent hotel co,Lucy,0.0175879396985,-1,-1,36,m,2014,6529,tt2872732,5970,135,0,0,,0
richard,Lucy,0.0814070351759,-1,-1,32,m,2014,6529,tt2872732,5970,135,0,0,,0
taipei surgeon,Lucy,0.0257956448911,-1,-1,None,m,2014,6529,tt2872732,5970,135,0,0,,0
the limey,Lucy,0.0393634840871,-1,-1,46,m,2014,6529,tt2872732,5970,135,0,0,,0
digger holt,The Dark Half,0.0281543274244,-1,-1,71,m,1993,6535,tt0106664,10549,20,0,0,,0
dr. pritchard,The Dark Half,0.0676841406768,-1,-1,None,m,1993,6535,tt0106664,10549,20,0,0,,0
fred clawson,The Dark Half,0.0180111858944,-1,-1,42,m,1993,6535,tt0106664,10549,20,0,0,,0
garrison,The Dark Half,0.0156412930136,0.0129533678756,0.0129533678756,None,m,1993,6535,tt0106664,10549,20,40,40,South Park,0.0769230769231
homer gamache,The Dark Half,0.038961038961,-1,-1,None,m,1993,6535,tt0106664,10549,20,0,0,,0
liz beaumont,The Dark Half,0.123234429804,-1,-1,43,f,1993,6535,tt0106664,10549,20,0,0,,0
man in the hall,The Dark Half,0.0189591430467,-1,-1,None,m,1993,6535,tt0106664,10549,20,0,0,,0
mike donaldson,The Dark Half,0.0395298132524,-1,-1,53,m,1993,6535,tt0106664,10549,20,0,0,,0
miriam cowley,The Dark Half,0.011754668689,-1,-1,51,f,1993,6535,tt0106664,10549,20,0,0,,0
rick cowley,The Dark Half,0.0142193572851,-1,-1,46,m,1993,6535,tt0106664,10549,20,0,0,,0
shayla beaumont,The Dark Half,0.0188643473315,-1,-1,44,f,1993,6535,tt0106664,10549,20,0,0,,0
sheriff alan pa,The Dark Half,0.139349701393,-1,-1,38,m,1993,6535,tt0106664,10549,20,0,0,,0
thad beaumont,The Dark Half,0.465636553228,-1,-1,33,m,1993,6535,tt0106664,10549,20,0,0,,0
gerald olin,1408,0.162804694553,-1,-1,59,m,2007,6537,tt0450385,3323,91,-1,0,,0
lily,1408,0.0854649413181,-1,-1,38,f,2007,6537,tt0450385,3323,91,-1,0,,0
mike enslin,1408,0.703581101414,-1,-1,41,m,2007,6537,tt0450385,3323,91,-1,0,,0
sam farrell,1408,0.0481492627144,-1,-1,54,m,2007,6537,tt0450385,3323,91,-1,0,,0
burt,Children of the Corn,0.395374860127,-1,-1,31,m,1984,6538,tt0087050,5362,37,-1,0,,0
diehl,Children of the Corn,0.0611712047743,-1,-1,67,m,1984,6538,tt0087050,5362,37,-1,0,,0
isaac,Children of the Corn,0.102946661693,-1,-1,25,m,1984,6538,tt0087050,5362,37,-1,0,,0
job,Children of the Corn,0.105557627751,-1,-1,11,m,1984,6538,tt0087050,5362,37,-1,0,,0
joseph,Children of the Corn,0.0251771726968,-1,-1,None,m,1984,6538,tt0087050,5362,37,-1,0,,0
malachai,Children of the Corn,0.0624766878031,-1,-1,19,m,1984,6538,tt0087050,5362,37,-1,0,,0
sarah,Children of the Corn,0.0290936217829,-1,-1,None,f,1984,6538,tt0087050,5362,37,-1,0,,0
vicky,Children of the Corn,0.218202163372,-1,-1,28,f,1984,6538,tt0087050,5362,37,-1,0,,0
andrew 'andy' m,Firestarter,0.349320882852,-1,-1,30,m,1984,6539,tt0087262,4712,39,-1,0,,0
bates,Firestarter,0.0214346349745,-1,-1,40,m,1984,6539,tt0087262,4712,39,-1,0,,0
captain hollist,Firestarter,0.0566638370119,-1,-1,44,m,1984,6539,tt0087262,4712,39,-1,0,,0
charlene 'charl,Firestarter,0.29435483871,-1,-1,9,f,1984,6539,tt0087262,4712,39,-1,0,,0
Dr. Rahv,Firestarter,0.0978353140917,-1,-1,None,f,1984,6539,tt0087262,4712,39,-1,0,,0
irv manders,Firestarter,0.0282258064516,-1,-1,66,m,1984,6539,tt0087262,4712,39,-1,0,,0
quincey,Firestarter,0.0224957555178,-1,-1,None,m,1984,6539,tt0087262,4712,39,-1,0,,0
steinowitz,Firestarter,0.0375636672326,-1,-1,None,m,1984,6539,tt0087262,4712,39,-1,0,,0
victoria 'vicky,Firestarter,0.0921052631579,-1,-1,23,f,1984,6539,tt0087262,4712,39,-1,0,,0
donna trenton,Cujo,0.367399741268,-1,-1,35,f,1983,6540,tt0085382,3092,58,0,0,,0
gary pervier,Cujo,0.0837645536869,-1,-1,43,m,1983,6540,tt0085382,3092,58,0,0,,0
joe camber,Cujo,0.138745148771,-1,-1,45,m,1983,6540,tt0085382,3092,58,0,0,,0
roger breakston,Cujo,0.0475420439845,-1,-1,None,m,1983,6540,tt0085382,3092,58,0,0,,0
tad trenton,Cujo,0.145213454075,-1,-1,7,m,1983,6540,tt0085382,3092,58,0,0,,0
vic trenton,Cujo,0.217335058215,-1,-1,31,m,1983,6540,tt0085382,3092,58,0,0,,0
Aunt Bedelia,Creepshow,0.0277829747428,-1,-1,62,f,1982,6549,tt0083767,10690,None,-1,0,,0
cass blaine (se,Creepshow,0.0277829747428,-1,-1,None,f,1982,6549,tt0083767,10690,None,-1,0,,0
charlie gereson,Creepshow,0.0283442469598,-1,-1,31,m,1982,6549,tt0083767,10690,None,-1,0,,0
dexter stanley ,Creepshow,0.0181478016838,-1,-1,56,m,1982,6549,tt0083767,10690,None,-1,0,,0
george,Creepshow,0.0144995322732,-1,-1,None,m,1982,6549,tt0083767,10690,None,-1,0,,0
harry wentworth,Creepshow,0.0799812909261,-1,-1,35,m,1982,6549,tt0083767,10690,None,-1,0,,0
henry northrup ,Creepshow,0.184377923293,-1,-1,57,m,1982,6549,tt0083767,10690,None,-1,0,,0
jordy verrill (,Creepshow,0.0887745556595,-1,-1,35,m,1982,6549,tt0083767,10690,None,-1,0,,0
mike the janito,Creepshow,0.0790458372311,-1,-1,66,m,1982,6549,tt0083767,10690,None,-1,0,,0
nate,Creepshow,0.0110383536015,-1,-1,None,m,1982,6549,tt0083767,10690,None,-1,0,,0
richard vickers,Creepshow,0.178952291862,-1,-1,56,m,1982,6549,tt0083767,10690,None,-1,0,,0
sylvia grantham,Creepshow,0.0585594013096,-1,-1,46,f,1982,6549,tt0083767,10690,None,-1,0,,0
upson pratt (se,Creepshow,0.123760523854,-1,-1,68,m,1982,6549,tt0083767,10690,None,-1,0,,0
white (segment ,Creepshow,0.0247895229186,-1,-1,44,m,1982,6549,tt0083767,10690,None,-1,0,,0
wilma northrup ,Creepshow,0.0541627689429,-1,-1,37,f,1982,6549,tt0083767,10690,None,-1,0,,0
barry neiman,Dreamcatcher,0.0452508960573,-1,-1,33,m,2003,6552,tt0285531,4464,48,-1,0,,0
beaver,Dreamcatcher,0.0849014336918,-1,-1,33,m,2003,6552,tt0285531,4464,48,-1,0,,0
henry,Dreamcatcher,0.210125448029,-1,-1,34,m,2003,6552,tt0285531,4464,48,-1,0,,0
jonesy,Dreamcatcher,0.165770609319,-1,-1,32,m,2003,6552,tt0285531,4464,48,-1,0,,0
kurtz,Dreamcatcher,0.100582437276,-1,-1,None,m,2003,6552,tt0285531,4464,48,-1,0,,0
mr gray,Dreamcatcher,0.0452508960573,-1,-1,None,m,2003,6552,tt0285531,4464,48,-1,0,,0
owen,Dreamcatcher,0.0862455197133,-1,-1,42,m,2003,6552,tt0285531,4464,48,-1,0,,0
pete,Dreamcatcher,0.234318996416,-1,-1,35,m,2003,6552,tt0285531,4464,48,-1,0,,0
roberta cavell,Dreamcatcher,0.0275537634409,-1,-1,51,f,2003,6552,tt0285531,4464,48,-1,0,,0
brian rusk,Needful Things,0.0544135429262,-1,-1,16,m,1993,6554,tt0107665,3308,31,-1,0,,0
cora rusk,Needful Things,0.0338573155985,-1,-1,36,f,1993,6554,tt0107665,3308,31,-1,0,,0
danforth keeton,Needful Things,0.162031438936,-1,-1,50,m,1993,6554,tt0107665,3308,31,-1,0,,0
deputy norris r,Needful Things,0.132708585248,-1,-1,36,m,1993,6554,tt0107665,3308,31,-1,0,,0
hugh priest,Needful Things,0.0444377267231,-1,-1,None,m,1993,6554,tt0107665,3308,31,-1,0,,0
myrtle keeton,Needful Things,0.0498790810157,-1,-1,35,f,1993,6554,tt0107665,3308,31,-1,0,,0
nettie cobb,Needful Things,0.0562273276904,-1,-1,36,f,1993,6554,tt0107665,3308,31,-1,0,,0
polly chalmers,Needful Things,0.109129383313,-1,-1,45,f,1993,6554,tt0107665,3308,31,-1,0,,0
reverend rose,Needful Things,0.0365779927449,-1,-1,51,m,1993,6554,tt0107665,3308,31,-1,0,,0
sheriff alan pa,Needful Things,0.320737605804,-1,-1,43,m,1993,6554,tt0107665,3308,31,-1,0,,0
clarice starlin,Hannibal,0.297712933754,-1,-1,41,f,2001,6568,tt0212985,7608,253,0,0,,0
crawford,Hannibal,0.0545478443743,0.173076923077,0.206730769231,None,m,2001,6568,tt0212985,7608,253,36,43,Hannibal Lecter (Hopkins Movies),0.25
dr fell,Hannibal,0.044032597266,-1,-1,None,m,2001,6568,tt0212985,7608,253,0,0,,0
Dr. Doemling,Hannibal,0.0162986330179,0.000318755578223,0.00184878235369,None,m,2001,6568,tt0212985,7608,253,5,29,Hannibal Lecter Series - All Media Types,0.2
fell,Hannibal,0.0788643533123,-1,-1,None,m,2001,6568,tt0212985,7608,253,0,0,,0
hannibal lecter,Hannibal,0.219900105152,0.627118644068,0.932203389831,64,m,2001,6568,tt0212985,7608,253,37,55,Hannibal Rising (2007),0.363636363636
insp. rinaldo p,Hannibal,0.0924027339642,-1,-1,59,m,2001,6568,tt0212985,7608,253,0,0,,0
mason,Hannibal,0.0370662460568,0.00325130689787,0.0200178503124,None,m,2001,6568,tt0212985,7608,253,51,314,Hannibal Lecter Series - All Media Types,0.2
nurse barney,Hannibal,0.0757097791798,-1,-1,52,m,2001,6568,tt0212985,7608,253,0,0,,0
paul krendler,Hannibal,0.0623028391167,0.0192307692308,0.0192307692308,47,m,2001,6568,tt0212985,7608,253,4,4,Hannibal Lecter (Hopkins Movies),0.25
proprietor,Hannibal,0.0211619348055,-1,-1,None,m,2001,6568,tt0212985,7608,253,0,0,,0
anita vanger,The Girl with the Dragon Tattoo,0.0230320239785,-1,-1,46,f,2011,6571,tt1568346,12678,113,-1,0,,0
armansky,The Girl with the Dragon Tattoo,0.0114371351948,-1,-1,39,m,2011,6571,tt1568346,12678,113,-1,0,,0
bjurman,The Girl with the Dragon Tattoo,0.0362833254457,-1,-1,47,m,2011,6571,tt1568346,12678,113,-1,0,,0
cecilia,The Girl with the Dragon Tattoo,0.0190881842562,-1,-1,61,f,2011,6571,tt1568346,12678,113,-1,0,,0
detective morel,The Girl with the Dragon Tattoo,0.0385707524846,-1,-1,68,m,2011,6571,tt1568346,12678,113,-1,0,,0
erika berger,The Girl with the Dragon Tattoo,0.0373087237735,-1,-1,45,f,2011,6571,tt1568346,12678,113,-1,0,,0
frode,The Girl with the Dragon Tattoo,0.060340747752,-1,-1,74,m,2011,6571,tt1568346,12678,113,-1,0,,0
harald,The Girl with the Dragon Tattoo,0.0162486196561,-1,-1,78,m,2011,6571,tt1568346,12678,113,-1,0,,0
harriet,The Girl with the Dragon Tattoo,0.0173528947784,-1,-1,None,f,2011,6571,tt1568346,12678,113,-1,0,,0
henrik vanger,The Girl with the Dragon Tattoo,0.106168165326,-1,-1,82,m,2011,6571,tt1568346,12678,113,-1,0,,0
lisbeth salande,The Girl with the Dragon Tattoo,0.184571699006,-1,-1,26,f,2011,6571,tt1568346,12678,113,-1,0,,0
liv,The Girl with the Dragon Tattoo,0.0115160119893,-1,-1,40,f,2011,6571,tt1568346,12678,113,-1,0,,0
martin vanger,The Girl with the Dragon Tattoo,0.126597255088,-1,-1,60,m,2011,6571,tt1568346,12678,113,-1,0,,0
mikael blomkvis,The Girl with the Dragon Tattoo,0.294683704054,-1,-1,43,m,2011,6571,tt1568346,12678,113,-1,0,,0
plague,The Girl with the Dragon Tattoo,0.00851869380028,-1,-1,33,m,2011,6571,tt1568346,12678,113,-1,0,,0
reporter,The Girl with the Dragon Tattoo,0.00828206341694,-1,-1,None,m,2011,6571,tt1568346,12678,113,-1,0,,0
al eustis,A Civil Action,0.0216306156406,-1,-1,64,m,1998,6574,tt0120633,4808,105,0,0,,0
anne anderson,A Civil Action,0.0530366056572,-1,-1,44,f,1998,6574,tt0120633,4808,105,0,0,,0
james gordon,A Civil Action,0.0806988352745,0.00229913473424,0.0221755253399,48,m,1998,6574,tt0120633,4808,105,186,1794,DCU,0.0714285714286
jan schlichtman,A Civil Action,0.373960066556,-1,-1,44,m,1998,6574,tt0120633,4808,105,0,0,,0
jerome facher,A Civil Action,0.162021630616,-1,-1,67,m,1998,6574,tt0120633,4808,105,0,0,,0
john riley,A Civil Action,0.0424292845258,0.00108976978613,0.0012259910094,58,m,1998,6574,tt0120633,4808,105,8,9,James Bond (Craig movies),0.08
judge walter j.,A Civil Action,0.0490848585691,-1,-1,53,m,1998,6574,tt0120633,4808,105,0,0,,0
kevin conway,A Civil Action,0.113144758735,-1,-1,45,m,1998,6574,tt0120633,4808,105,0,0,,0
mr. granger,A Civil Action,0.026622296173,2.49146672646e-05,2.49146672646e-05,48,m,1998,6574,tt0120633,4808,105,2,2,The Avengers (Marvel Movies),0.0714285714286
pinder,A Civil Action,0.0353577371048,-1,-1,41,m,1998,6574,tt0120633,4808,105,0,0,,0
william cheesem,A Civil Action,0.0420133111481,-1,-1,38,m,1998,6574,tt0120633,4808,105,0,0,,0
bonnie waitzkin,Searching for Bobby Fischer,0.0932736382049,-1,-1,37,f,1993,6576,tt0108065,9381,15,-1,0,,0
bruce pandolfin,Searching for Bobby Fischer,0.0789894467541,-1,-1,50,m,1993,6576,tt0108065,9381,15,-1,0,,0
dimitri,Searching for Bobby Fischer,0.027182603134,-1,-1,None,m,1993,6576,tt0108065,9381,15,-1,0,,0
fred waitzkin,Searching for Bobby Fischer,0.318302952777,-1,-1,46,m,1993,6576,tt0108065,9381,15,-1,0,,0
jonathan poe,Searching for Bobby Fischer,0.0187613260846,-1,-1,None,m,1993,6576,tt0108065,9381,15,-1,0,,0
josh waitzkin,Searching for Bobby Fischer,0.255942863234,-1,-1,9,m,1993,6576,tt0108065,9381,15,-1,0,,0
lina,Searching for Bobby Fischer,0.0254770280354,-1,-1,None,f,1993,6576,tt0108065,9381,15,-1,0,,0
merlin,Searching for Bobby Fischer,0.0150303805564,-1,-1,None,m,1993,6576,tt0108065,9381,15,-1,0,,0
poe's teacher,Searching for Bobby Fischer,0.0171623494297,-1,-1,62,m,1993,6576,tt0108065,9381,15,-1,0,,0
reporter,Searching for Bobby Fischer,0.0247308389298,-1,-1,None,f,1993,6576,tt0108065,9381,15,-1,0,,0
tournament dire,Searching for Bobby Fischer,0.0107664428099,-1,-1,53,m,1993,6576,tt0108065,9381,15,-1,0,,0
vinnie,Searching for Bobby Fischer,0.11438013005,-1,-1,32,m,1993,6576,tt0108065,9381,15,-1,0,,0
bill robinson,Maximum Overdrive,0.538461538462,-1,-1,24,m,1986,6580,tt0091499,2145,17,-1,0,,0
